species,country_of_origin,region,harvest_year,aroma,flavor,aftertaste,acidity,body,balance,uniformity,clean_cup,sweetness,cupper_points,moisture,color
Arabica,Brazil,south of minas,2016,7.58,7.75,7.58,7.75,7.58,7.58,10,10,10,7.83,0.11,Green
Arabica,Taiwan,"leye, alishan township, chiayi county",2015,7.5,7.67,7.33,7.92,7.83,7.67,10,10,10,7.75,0.1,Bluish-Green
Arabica,Thailand,thailand,2014,7.5,7.75,7.58,7.83,7.67,7.58,10,10,10,7.75,0.12,Bluish-Green
Arabica,Guatemala,huehuetenango,2014,8,7.5,7.33,8,8,8,9.33,10,10,7.5,0.1,Green
Arabica,Colombia,huila supremo,2013,7.83,7.75,7.67,7.58,7.58,7.67,10,10,10,7.58,0,Green
Arabica,Colombia,huila,2013,7.67,7.67,7.67,7.67,7.33,7.75,10,10,10,7.92,0,Green
Arabica,Guatemala,oriente,2013,7.67,7.67,7.42,7.67,8,7.75,10,10,10,7.5,0.12,Green
Arabica,Guatemala,oriente,2013,7.83,7.67,7.33,7.67,7.67,7.83,10,10,10,7.67,0.11,Green
Arabica,Colombia,huila,2012,7.75,7.75,7.58,7.83,7.17,7.75,10,10,10,7.83,0.11,Green
Arabica,Guatemala,oriente,2012,8.17,8.17,7.83,7.67,8.08,7.75,9.33,9.33,9.33,8,0.11,Green
Arabica,Guatemala,oriente,2012,7.67,8.17,7.5,7.42,7.58,7.83,10,10,10,7.5,0.11,Green
Arabica,Mexico,xicotepec de juarez,2012,7.67,7.5,7.5,7.33,7.83,8.25,10,10,10,7.58,0.12,Green
Arabica,Indonesia,east java,2012,8.17,7.67,7.58,7.58,7.42,7.67,10,10,10,7.58,0.12,Green
Arabica,Guatemala,"sacatepequez, guatemala",2012,7.67,7.5,7.33,8,7.67,7.67,10,10,10,7.83,0.1,Green
Arabica,Brazil,south of minas,2017 / 2018,7.58,7.67,7.58,7.58,7.67,7.58,10,10,10,7.92,0.11,Green
Arabica,Guatemala,huehuetenango,2016,7.75,7.75,7.5,7.83,7.58,7.58,10,10,10,7.58,0.11,Green
Arabica,Colombia,huila,2016,7.75,7.75,7.58,7.58,7.67,7.58,10,10,10,7.67,0.11,Green
Arabica,China,yunnan,2015,7.67,7.58,7.58,7.58,7.67,7.75,10,10,10,7.75,0.1,Green
Arabica,Colombia,huila,2015,7.67,7.75,7.58,7.67,7.75,7.58,10,10,10,7.58,0.12,Green
Arabica,Mexico,"chiapas, jaltenango",2014,7.75,7.75,7.58,7.58,7.5,7.67,10,10,10,7.75,0.12,Green
Arabica,Uganda,eastern,2013,7.67,7.67,7.42,7.75,7.75,7.67,10,10,10,7.67,0.12,Green
Arabica,Colombia,cundinamarca,2014,7.67,7.58,7.67,7.67,7.67,7.67,10,10,10,7.67,0,Green
Arabica,Colombia,santander,2014,7.67,7.58,7.67,7.58,7.67,7.75,10,10,10,7.67,0.12,Green
Arabica,Taiwan,taichung xinshe 台中市新社區,2013/2014,7.75,7.75,7.75,7.75,7.5,7.58,10,10,10,7.5,0.11,Green
Arabica,Colombia,huila,2012,7.67,7.67,7.58,7.67,7.75,7.58,10,10,10,7.67,0.11,Green
Arabica,Colombia,cundinamarca,2012,7.67,7.58,7.58,7.58,7.67,7.75,10,10,10,7.75,0.11,Green
Arabica,Brazil,south of minas,2012,7.83,7.75,7.5,7.75,7.5,7.58,10,10,10,7.67,0.12,Blue-Green
Arabica,Colombia,cundinamarca,2016,7.75,7.58,7.58,7.75,7.75,7.5,10,10,10,7.58,0,Bluish-Green
Arabica,Costa Rica,tarrazu,2015,7.92,7.42,7.5,7.67,7.5,7.67,10,10,10,7.83,0,Blue-Green
Arabica,Colombia,pitalito,2016,7.75,7.58,7.58,7.5,7.75,7.75,10,10,10,7.58,0,Green
Arabica,Guatemala,oriente,2016,7.67,7.75,7.5,7.83,7.58,7.58,10,10,10,7.58,0.1,Bluish-Green
Arabica,Colombia,huila,2015,7.58,7.58,7.58,7.58,7.75,7.67,10,10,10,7.75,0.12,Green
Arabica,"Tanzania, United Republic Of",nkure- meru,2015,7.75,7.67,7.58,7.67,7.67,7.58,10,10,10,7.58,0.13,Green
Arabica,Indonesia,bener meriah,2015,7.25,7.67,7.58,7.92,7.83,7.58,10,10,10,7.67,0.13,Bluish-Green
Arabica,Colombia,huila,2014,8,7.58,7.25,7.58,7.92,7.58,10,10,10,7.58,0.11,Green
Arabica,Guatemala,atitlan,2013,7.58,7.75,7.5,7.83,7.42,7.67,10,10,10,7.75,0.1,Green
Arabica,Honduras,comayagua,2014/2015,7.67,7.5,7.67,7.5,7.67,7.67,10,10,10,7.83,0.1,Green
Arabica,Colombia,huila,2013,7.58,7.75,7.42,7.67,7.75,7.67,10,10,10,7.67,0,Green
Arabica,Colombia,huila,2013,7.58,7.67,7.58,7.75,7.58,7.75,10,10,10,7.58,0.11,Green
Arabica,Mexico,xalapa,2012,7.83,7.58,7.25,7.5,7.5,7.42,10,10,10,8.42,0.13,Green
Arabica,Mexico,chilón,2012,7.67,7.75,7.67,7.75,7.58,7.5,10,10,10,7.58,0.11,Green
Arabica,Mexico,totutla,2012,7.75,7.67,7.67,7.75,7.33,7.5,10,10,10,7.83,0.12,Green
Arabica,Guatemala,atitlan,2012,7.83,7.5,7.5,8,7.67,7.5,10,10,10,7.5,0.1,Green
Arabica,Colombia,huila,2012,7.67,7.58,7.58,7.67,7.67,7.67,10,10,10,7.67,0.11,Green
Arabica,Guatemala,oriente,2012,7.5,7.5,7.75,7.5,8,7.67,10,10,10,7.58,0,Green
Arabica,Colombia,huila,2017 / 2018,7.5,7.58,7.58,7.5,7.75,7.83,10,10,10,7.67,0,Green
Arabica,Guatemala,san marcos,2017,7.67,7.75,7.5,7.58,7.58,7.67,10,10,10,7.67,0.1,Green
Arabica,Colombia,huila,2016,7.67,7.67,7.5,7.67,7.67,7.58,10,10,10,7.67,0.11,Green
Arabica,Costa Rica,tarrazu,2016,7.58,7.5,7.42,7.92,7.5,7.67,10,10,10,7.83,0.09,Blue-Green
Arabica,Uganda,eastern,2015,7.58,7.75,7.33,7.75,7.67,7.58,10,10,10,7.75,0.11,Green
Arabica,Thailand,thailand,2015,7.5,7.58,7.75,7.5,7.75,7.67,10,10,10,7.67,0.13,Bluish-Green
Arabica,Colombia,huila,2015,7.58,7.67,7.58,7.67,7.58,7.67,10,10,10,7.67,0.12,Green
Arabica,Brazil,vale da grama,2014,7.33,7.83,7.75,7.5,7.42,7.83,10,10,10,7.75,0.12,Green
Arabica,"Tanzania, United Republic Of",karatu northern,2014,7.75,7.67,7.58,7.67,7.58,7.58,10,10,10,7.58,0.13,Green
Arabica,Colombia,huila,2014/2015,7.58,7.58,7.25,7.75,7.75,8.58,9.33,10,10,7.58,0.12,Green
Arabica,Guatemala,oriente,2013,7.75,7.83,7.33,7.83,7.5,7.67,10,10,10,7.5,0.1,Green
Arabica,Guatemala,antigua,2014,7.67,7.75,7.5,7.83,7.58,7.5,10,10,10,7.58,0.1,Green
Arabica,Guatemala,oriente,2013,7.67,7.5,7.75,7.42,7.75,7.75,10,10,10,7.58,0.11,Green
Arabica,United States (Hawaii),kona,2012,7.42,7.75,7.67,7.58,7.67,7.67,10,10,10,7.67,0,Green
Arabica,Colombia,cundinamarca,2012,7.5,7.75,7.58,7.5,7.67,7.75,10,10,10,7.67,0.11,Green
Arabica,Colombia,guayata,2016,7.67,7.58,7.58,7.42,7.67,7.75,10,10,10,7.67,0,Blue-Green
Arabica,Colombia,huila,2016,7.83,7.58,7.58,7.58,7.5,7.58,10,10,10,7.67,0,Green
Arabica,Brazil,south of minas,2015/2016,7.5,7.83,7.33,7.58,7.58,7.92,10,10,10,7.58,0.1,Green
Arabica,Mexico,chiapas,2014,7.75,7.75,7.5,7.67,7.5,7.58,10,10,10,7.58,0.12,Green
Arabica,Colombia,santander,2015,7.67,7.75,7.42,7.83,7.83,7.42,10,10,10,7.42,0.11,Green
Arabica,"Tanzania, United Republic Of",arusha,2014,7.75,7.58,7.67,7.58,7.58,7.58,10,10,10,7.58,0.12,Green
Arabica,Mexico,veracruz,2013,7.67,7.67,7.58,7.67,7.5,7.58,10,10,10,7.67,0.12,Green
Arabica,Costa Rica,san ramon,2014,7.67,7.67,7.42,7.67,7.67,7.67,10,10,10,7.58,0.12,Green
Arabica,United States (Hawaii),kona,2014,7.83,7.58,7.83,7.67,7.92,8,9.33,10,9.33,7.83,0.11,Bluish-Green
Arabica,Costa Rica,central valley,2013,7.5,7.67,7.67,7.5,7.83,7.17,10,10,10,8,0.11,Green
Arabica,Haiti,"thiotte, haiti",2012,7.58,7.5,7.67,7.5,7.83,7.42,10,10,10,7.83,0.11,Green
Arabica,Colombia,pitalito,2013,7.67,7.67,7.5,7.67,7.92,7.42,10,10,10,7.5,0.11,Green
Arabica,Guatemala,oriente,2013,7.83,7.67,7.17,7.67,7.67,7.67,10,10,10,7.67,0.11,Green
Arabica,United States (Hawaii),kona,2012,7.92,7.5,7.58,7.83,7.67,7.67,9.33,10,10,7.83,0.1,Bluish-Green
Arabica,Colombia,huila,2012,7.5,7.67,7.67,7.58,7.67,7.58,10,10,10,7.67,0,Green
Arabica,Mexico,sierra madre occidental,2017,7.67,7.83,7.42,7.83,7.33,7.5,10,10,10,7.67,0.11,Blue-Green
Arabica,Costa Rica,tarrazu,2016,7.5,7.5,7.83,7.5,7.67,7.67,10,10,10,7.58,0.11,Green
Arabica,Guatemala,nuevo oriente,2016,7.5,7.58,7.42,7.83,7.67,7.58,10,10,10,7.67,0.11,Green
Arabica,Uganda,"sipi, mt elgon",2015,7.5,7.67,7.67,7.42,7.67,7.67,10,10,10,7.67,0.12,Green
Arabica,Brazil,campos altos - cerrado,2016,7.58,7.67,7.42,7.5,7.67,7.42,10,10,10,8,0.12,Green
Arabica,Colombia,huila,2015/2016,7.58,7.67,7.67,7.17,7.75,7.83,10,10,10,7.58,0,Green
Arabica,Mexico,cuarenteño,2015,7.83,7.75,7.5,7.58,7.58,7.58,10,10,10,7.42,0.12,Bluish-Green
Arabica,Taiwan,natou county,2015,7.67,7.5,7.5,7.5,7.67,7.83,10,10,10,7.58,0.1,Blue-Green
Arabica,Taiwan,南投國姓,2014,7.92,7.83,7.75,7.58,7.5,7.33,10,10,10,7.33,0.1,Green
Arabica,Colombia,eje cafetero,2014,7.58,7.58,7.5,7.58,7.58,7.75,10,10,10,7.67,0,Green
Arabica,Guatemala,antigua,2014,7.5,7.67,7.58,7.67,7.67,7.5,10,10,10,7.67,0.1,Green
Arabica,Colombia,huila,2013,7.83,7.5,7.67,7.33,7.67,7.67,10,10,10,7.58,0.11,Green
Arabica,Mexico,chiapas,2013,7.58,7.75,7.5,7.5,7.58,7.58,10,10,10,7.75,0.12,Green
Arabica,United States (Hawaii),kona,2012,7.58,7.75,7.83,8,8.08,7.67,9.33,10,9.33,7.67,0.11,Bluish-Green
Arabica,Mexico,veracruz,2012,7.75,7.58,7.58,7.58,7.5,7.58,10,10,10,7.67,0.13,Green
Arabica,Mexico,fortín de las flores,2012,7.75,7.75,7.42,7.92,7.33,7.5,10,10,10,7.58,0.12,Blue-Green
Arabica,Guatemala,oriente,2012,7.83,7.58,7.08,7.83,7.42,8.08,10,10,10,7.42,0.11,Green
Arabica,Brazil,grama valley,2012,7.75,7.67,7.5,7.58,7.58,7.58,10,10,10,7.58,0.11,Blue-Green
Arabica,Colombia,huila,2012,7.67,7.58,7.58,7.42,7.83,7.58,10,10,10,7.58,0.12,Green
Arabica,Colombia,la plata,2012,7.67,7.67,7.5,7.5,7.58,7.67,10,10,10,7.67,0.11,Green
Arabica,Brazil,south of minas,2017 / 2018,7.67,7.42,7.5,7.58,7.67,7.58,10,10,10,7.75,0.11,Green
Arabica,Guatemala,oriente,2017,7.58,7.58,7.33,7.67,7.75,7.58,10,10,10,7.67,0.1,Green
Arabica,"Tanzania, United Republic Of",moshi,2016,7.67,7.58,7.42,7.67,7.67,7.58,10,10,10,7.58,0.12,Green
Arabica,Vietnam,dala,2017,7.58,7.42,7.08,7.33,7.58,8.58,10,10,10,7.58,0.07,None
Arabica,Guatemala,antigua,2016,7.67,7.75,7.42,7.75,7.58,7.5,10,10,10,7.5,0.11,Green
Arabica,Honduras,marcala,2016,7.67,7.67,7.5,7.67,7.5,7.67,10,10,10,7.5,0.11,Blue-Green
Arabica,China,yunnan,2015,7.5,7.67,7.33,7.67,7.67,7.67,10,10,10,7.67,0.11,Green
Arabica,China,dehong prefecture,2015,7.67,7.67,7.5,7.67,7.42,7.58,10,10,10,7.67,0.1,Green
Arabica,El Salvador,apaneca,2016,7.5,7.5,7.33,7.67,8,7.67,10,10,10,7.5,0,Green
Arabica,Guatemala,antigua,2015,7.5,7.75,7.5,7.83,7.58,7.5,10,10,10,7.5,0.11,Green
Arabica,Guatemala,oriente,2015,7.92,7.67,7.42,7.75,7.5,7.5,10,10,10,7.42,0.12,Green
Arabica,Kenya,kenya,2014,7.83,7.75,7.67,7.75,7.83,8.5,9.33,9.33,9.33,7.83,0.1,Bluish-Green
Arabica,Thailand,thailand,2014,7.67,7.58,7.58,7.75,7.42,7.67,10,10,10,7.5,0.12,Bluish-Green
Arabica,"Tanzania, United Republic Of",mbinga,2014,7.58,7.67,7.67,7.58,7.42,7.58,10,10,10,7.67,0.13,Bluish-Green
Arabica,Uganda,eastern,2014,8,7.67,7.5,7.42,7.33,7.58,10,10,10,7.67,0.1,Bluish-Green
Arabica,Honduras,san marcos,2013,7.5,7.5,7.5,7.67,7.67,7.67,10,10,10,7.67,0.1,Green
Arabica,Honduras,comayagua,2014/2015,7.67,7.67,7.5,7.67,7.5,7.67,10,10,10,7.5,0.11,Green
Arabica,Guatemala,san marcos,2014,7.33,7.83,7.17,8.17,7.33,7.67,10,10,10,7.67,0.09,Green
Arabica,United States (Hawaii),kona,2013,7.5,7.5,7.58,7.42,7.92,7.67,10,10,10,7.58,0.11,Bluish-Green
Arabica,"Tanzania, United Republic Of",kilimanjaro,2014,7.58,7.5,7.58,7.75,7.58,7.58,10,10,10,7.58,0.12,Green
Arabica,Guatemala,oriente,2013,7.67,7.83,7.33,7.67,7.5,7.67,10,10,10,7.5,0.11,Green
Arabica,Mexico,chiapas,2013,7.75,7.58,7.58,7.58,7.5,7.42,10,10,10,7.75,0.11,Green
Arabica,Mexico,"tlanchinol, hidalgo",2012,7.75,7.67,7.58,7.5,7.42,7.58,10,10,10,7.67,0.12,None
Arabica,Mexico,san bartolo tutotepec,2012,7.58,7.75,7.42,7.67,7.5,7.58,10,10,10,7.67,0.14,None
Arabica,Colombia,huila,2012,7.67,7.5,7.5,7.5,7.58,8.17,10,10,10,7.25,0.11,Green
Arabica,Mexico,san isidro,2012,7.75,7.5,7.42,7.75,7.58,7.58,10,10,10,7.58,0.13,Green
Arabica,Colombia,huila,2012,7.58,7.67,7.5,7.58,7.67,7.67,10,10,10,7.5,0.11,Blue-Green
Arabica,Brazil,south of minas,2012,7.75,7.67,7.58,7.5,7.58,7.58,10,10,10,7.5,0.12,Green
Arabica,Brazil,mogiana,2012,7.92,7.58,7.5,7.58,7.42,7.5,10,10,10,7.67,0.11,Green
Arabica,Guatemala,oriente,2012,7.75,7.5,7.67,7.5,7.92,8,10,10,9.33,7.5,0,Green
Arabica,Brazil,south of minas,2011,7.75,7.5,7.58,7.5,7.75,7.5,10,10,10,7.58,0.12,Blue-Green
Arabica,Colombia,cundinamarca,2016,7.58,7.67,7.33,7.67,7.75,7.58,10,10,10,7.5,0,Green
Arabica,Colombia,huila,2016,7.75,7.5,7.5,7.42,8,7.75,10,10,10,7.17,0,Green
Arabica,Brazil,south of minas,2015,7.58,7.58,7.58,7.5,7.67,7.58,10,10,10,7.58,0.11,Bluish-Green
Arabica,Brazil,south of minas,2015/2016,7.33,7.67,7.67,7.33,7.75,7.42,10,10,10,7.92,0,Green
Arabica,Taiwan,"dongshan dist., tainan city 臺南市東山區",2015,7.83,7.92,7.5,7.83,7.67,7.25,9.33,10,10,7.75,0,Green
Arabica,Brazil,chapadão de ferro (cerrado mineiro),2015,7.42,7.67,7.58,7.5,7.75,7.67,10,10,10,7.5,0.11,Green
Arabica,Brazil,south of minas,2014/2015,7.58,7.83,7.67,7.42,7.42,7.5,10,10,10,7.67,0,Green
Arabica,Costa Rica,central valley,2014,7.83,7.33,7.5,7.67,7.58,7.67,10,10,10,7.5,0.1,Green
Arabica,United States (Hawaii),kona,2013,7.33,7.75,7.58,7.33,7.83,7.67,10,10,10,7.58,0.12,Bluish-Green
Arabica,United States (Hawaii),kona,2012,7.83,7.83,7.33,7.17,7.75,7.67,10,10,10,7.5,0.1,Bluish-Green
Arabica,United States (Hawaii),kona,2012,7.33,7.58,7.58,7.92,7.67,7.58,10,10,10,7.42,0.12,Green
Arabica,Brazil,south of minas,2017 / 2018,7.58,7.5,7.5,7.75,7.67,7.5,10,10,10,7.5,0,Green
Arabica,Brazil,south of minas,2016,7.5,7.58,7.58,7.67,7.58,7.5,10,10,10,7.58,0.11,Green
Arabica,Brazil,south of minas,2016,7.5,7.67,7.58,7.67,7.58,7.42,10,10,10,7.58,0.11,Bluish-Green
Arabica,Uganda,"kasese, mt. rwenzori",2015,7.67,7.58,7.42,7.42,7.83,7.5,10,10,10,7.58,0.12,Green
Arabica,Uganda,"kasese, mt. rwenzori",2015,7.67,7.67,7.5,7.58,7.42,7.5,10,10,10,7.67,0.12,Green
Arabica,Colombia,huila,2016,7.67,7.67,7.33,7.67,7.5,7.58,10,10,10,7.58,0.11,Green
Arabica,Vietnam,vietnam cau dat,2014,7.75,7.67,7.58,7.58,7.42,7.67,9.33,10,10,8,0,Green
Arabica,Guatemala,nuevo oriente,2015,7.67,7.75,7.33,7.92,7.42,7.5,10,10,10,7.42,0.11,Green
Arabica,Guatemala,"el tumbador, san marcos",2015,7.75,7.67,7.33,7.75,7.5,7.42,10,10,10,7.58,0.11,Green
Arabica,Guatemala,antigua,2015,7.83,7.67,7.25,7.67,7.75,7.5,10,10,10,7.33,0.11,Green
Arabica,Brazil,high mogiana,2014,7.67,7.67,7.67,7.5,7.42,7.5,10,10,10,7.58,0,Green
Arabica,Taiwan,嘉義阿里山,2014,7.92,7.92,7.83,7.58,7.33,7.25,10,10,10,7.17,0.08,Green
Arabica,Uganda,kapchorwa,2013,7.83,7.58,7.5,7.5,7.58,7.5,10,10,10,7.5,0.12,Green
Arabica,United States (Puerto Rico),yauco region,2013,7.67,7.5,7.67,7.83,7.75,7.83,10,10,9.33,7.42,0,Bluish-Green
Arabica,Guatemala,antigua,2014,7.67,7.67,7.42,7.83,7.5,7.5,10,10,10,7.42,0.1,Green
Arabica,Costa Rica,central valley,2013,7.67,7.58,7.5,7.58,7.5,7.5,10,10,10,7.67,0.11,Green
Arabica,Brazil,sul de minas,2013/2014,7.75,7.58,7.42,7.67,7.42,7.67,10,10,10,7.5,0.12,Bluish-Green
Arabica,Colombia,huila,2013,7.75,7.42,7.33,7.5,7.58,7.17,10,10,10,8.25,0.11,Green
Arabica,Colombia,huila,2013,7.83,7.5,7.58,7.33,7.5,7.67,10,10,10,7.58,0,Green
Arabica,Colombia,pitalito,2013,7.33,7.67,7.75,7.42,7.75,7.58,10,10,10,7.5,0.11,Green
Arabica,Colombia,pitalito,2013,7.58,7.75,7.42,7.67,7.58,7.42,10,10,10,7.58,0,Green
Arabica,Colombia,huila,2012,7.5,7.5,7.42,7.58,7.75,7.58,10,10,10,7.67,0.11,Green
Arabica,Mexico,coatepec,2012,7.67,7.58,7.42,7.5,7.67,7.58,10,10,10,7.58,0.11,Green
Arabica,Mexico,atoyac de alvarez,2012,7.67,7.83,7.5,7.58,7.58,7.67,9.33,10,10,7.83,0.11,Green
Arabica,Mexico,coatepec,2012,7.5,7.67,7.5,7.5,7.58,7.58,10,10,10,7.67,0.11,Green
Arabica,Colombia,huila,2012,7.75,7.58,7.5,7.67,7.83,7.75,9.33,10,10,7.58,0,Green
Arabica,Colombia,huila,2012,7.67,7.58,7.58,7.58,7.67,7.42,10,10,10,7.5,0.11,Green
Arabica,Guatemala,"la reforma, san marcos",2012,7.5,7.67,7.5,7.67,7.5,7.83,10,10,10,7.33,0.1,Green
Arabica,Colombia,la plata,2011,7.67,7.67,7.58,7.5,7.67,7.42,10,10,10,7.5,0.12,Bluish-Green
Arabica,Brazil,south of minas,2017 / 2018,7.67,7.58,7.5,7.58,7.58,7.5,10,10,10,7.5,0,Green
Arabica,El Salvador,apaneca,2017,7.5,7.5,7.75,7.58,7.92,7.83,10,10,9.33,7.5,0,Green
Arabica,Colombia,guayata,2017,7.58,7.67,7.5,7.33,7.67,7.58,10,10,10,7.58,0.11,Green
Arabica,Taiwan,"dongshan dist., tainan city 臺南市東山區",2016,7.17,7.83,7.25,7.67,7.67,7.58,10,10,10,7.75,0.09,Green
Arabica,Ethiopia,"blida,kercha,guji,oromia",2016,7.58,7.58,7.5,7.5,7.58,7.58,10,10,10,7.58,0,Bluish-Green
Arabica,Taiwan,台東太麻里,2014,7.5,7.58,7.67,7.33,7.5,7.75,10,10,10,7.58,0,Green
Arabica,Philippines,"bukidnon, mindanao, philppines",2015,7.58,7.58,7.67,7.58,7.5,7.5,10,10,10,7.5,0.11,Blue-Green
Arabica,Philippines,asia pacific,2014,8.08,7.5,7.67,7.42,7.33,7.5,10,10,10,7.42,0,Bluish-Green
Arabica,Mexico,cuarenteño,2015,7.83,7.67,7.25,7.58,7.5,7.5,10,10,10,7.58,0.13,Blue-Green
Arabica,Mexico,chiapas,2015,7.75,7.67,7.42,7.42,7.75,7.5,10,10,10,7.42,0.12,Bluish-Green
Arabica,Brazil,cerrado,2014/2015,7.08,7.5,7.5,7.83,7.75,7.67,10,10,10,7.58,0.11,Green
Arabica,Uganda,eastern,2013,8,7.5,7.5,7.58,7.33,7.42,10,10,10,7.58,0.12,Green
Arabica,Uganda,west nile,2013,7.75,7.58,7.58,7.5,7.5,7.5,10,10,10,7.5,0.12,Green
Arabica,Guatemala,antigua,2014,7.75,7.5,7.42,7.58,7.67,7.5,10,10,10,7.5,0.1,Green
Arabica,Guatemala,antigua,2014,7.67,7.83,7.42,7.5,7.33,7.5,10,10,10,7.67,0.1,Green
Arabica,Colombia,huila,2013,7.58,7.5,7.75,7.33,7.58,7.58,10,10,10,7.58,0.11,Green
Arabica,Colombia,huila,2013,7.75,7.5,7.25,7.5,7.75,7.5,10,10,10,7.67,0,Bluish-Green
Arabica,Guatemala,huehuetenango,2013,7.83,7.75,7.25,7.92,7.5,7.17,10,10,10,7.5,0.11,Green
Arabica,Colombia,antioquia,2013,7.83,7.67,7.42,7.42,7.5,7.58,10,10,10,7.5,0.11,Green
Arabica,Mexico,petatlan,2012,7.58,7.58,7.33,7.25,7.58,7.75,10,10,10,7.83,0.1,Green
Arabica,Vietnam,don duong,2012,7.67,7.33,7.17,7.58,8.08,7.42,10,10,10,7.67,0,None
Arabica,Mexico,la cumbre,2012,8,7.92,7.67,7.17,7.67,7.42,9.33,10,10,7.75,0.14,Green
Arabica,United States (Hawaii),kona,2012,7.5,7.5,7.5,7.42,7.67,7.83,10,10,10,7.5,0.1,Green
Arabica,Kenya,nyeri,2017,7.75,7.58,7.42,7.58,7.5,7.5,10,10,10,7.5,0.1,Green
Arabica,Guatemala,san marcos,2017,7.5,7.58,7.33,7.67,7.58,7.58,10,10,10,7.58,0.11,Green
Arabica,Brazil,south of minas,2015,7.67,7.58,7.58,7.5,7.5,7.42,10,10,10,7.58,0.11,Bluish-Green
Arabica,El Salvador,"el balsamo, quezaltepec",2016,7.33,7.67,7.67,7.83,7.33,7.67,10,10,10,7.33,0,Green
Arabica,Rwanda,gicumbi,2015,7.83,7.92,7.75,7.83,7.75,7.75,9.33,9.33,9.33,8,0.11,Bluish-Green
Arabica,Vietnam,vietnam tutra,2014,7.25,7.58,7.5,7.42,7.75,7.42,10,10,10,7.92,0.11,Green
Arabica,Guatemala,oriente,2015,7.58,7.58,7.33,7.67,7.67,7.5,10,10,10,7.5,0.11,Green
Arabica,Brazil,cerrado,2015,7.58,7.83,7.33,7.67,7.42,7.33,10,10,10,7.67,0.12,Green
Arabica,Guatemala,antigua,2014,7.67,7.67,7.75,7.67,7.42,7.17,10,10,10,7.5,0.1,Green
Arabica,Colombia,santander,2013,7.5,7.42,7.58,7.5,7.58,7.58,10,10,10,7.67,0,Green
Arabica,Colombia,huila,2013,7.83,7.5,7.5,7.42,7.5,7.5,10,10,10,7.58,0.11,Green
Arabica,"Tanzania, United Republic Of",arusha,2012,7.67,7.5,7.33,7.25,7.58,7.75,10,10,10,7.75,0.11,Green
Arabica,Mexico,la concordia,2012,7.58,7.67,7.5,7.58,7.5,7.5,10,10,10,7.5,0.12,Green
Arabica,Mexico,veracruz,2012,7.67,7.58,7.42,7.75,7.42,7.42,10,10,10,7.58,0.12,Blue-Green
Arabica,Guatemala,oriente,2012,7.67,7.67,7.33,7.5,7.33,7.92,10,10,10,7.42,0.11,Green
Arabica,Guatemala,santa rosa,2017,7.58,7.67,7.5,7.58,7.5,7.42,10,10,10,7.5,0.11,Green
Arabica,Guatemala,san marcos,2017,7.5,7.67,7.17,7.67,7.67,7.58,10,10,10,7.5,0.11,Green
Arabica,Guatemala,santa rosa,2017,7.5,7.5,7.42,7.58,7.67,7.5,10,10,10,7.58,0.1,Green
Arabica,Guatemala,oriente,2017,7.42,7.58,7.42,7.67,7.5,7.5,10,10,10,7.67,0.1,Green
Arabica,Indonesia,sapan toraja,2017,7.5,7.58,7.42,7.58,7.58,7.5,10,10,10,7.58,0.12,Blue-Green
Arabica,Guatemala,el progreso,2017,7.58,7.58,7.33,7.58,7.33,7.67,10,10,10,7.67,0.12,Green
Arabica,Taiwan,"台南市東山區( dongshan dist., tainan city)",2016,7.83,7.67,7.33,7.67,7.58,7.67,9.33,10,10,7.67,0,Green
Arabica,Costa Rica,tarrazu,2016,7.58,7.5,7.42,7.67,7.42,7.5,10,10,10,7.67,0.09,Bluish-Green
Arabica,Honduras,comayagua,2017,7.58,7.5,7.42,7.58,7.5,7.5,10,10,10,7.67,0.09,Green
Arabica,Brazil,south of minas,2015,7.5,7.5,7.58,7.5,7.58,7.58,10,10,10,7.5,0.11,Bluish-Green
Arabica,China,yunnan,2015,7.67,7.5,7.33,7.33,7.67,7.67,10,10,10,7.58,0.1,Green
Arabica,China,menglian,2015,7.5,7.67,7.42,7.67,7.5,7.5,10,10,10,7.5,0.11,Green
Arabica,Colombia,huila,2014,7.5,7.58,7.58,7.75,7.33,7.5,10,10,10,7.5,0,Blue-Green
Arabica,Malawi,mzuzu,2014,7.75,7.58,7.42,7.5,7.33,7.5,10,10,10,7.67,0.12,Bluish-Green
Arabica,Guatemala,jalapa,2014,7.75,7.42,7.25,7.75,7.5,7.67,10,10,10,7.42,0.13,Green
Arabica,Colombia,huila,2014,7.67,7.42,7.42,7.58,7.33,7.67,10,10,10,7.67,0.12,Green
Arabica,United States (Hawaii),kona,2013,7.67,7.58,7.42,7.83,7.33,7.5,10,10,10,7.42,0.1,Blue-Green
Arabica,United States (Hawaii),kona,2013,7.58,7.83,7.75,7.75,7.42,8,9.33,9.33,10,7.75,0.1,Green
Arabica,Colombia,antioquia,2013,7.58,7.33,7.17,7.33,7.25,8.58,10,10,10,7.5,0.1,Green
Arabica,Mexico,chiapas,2013,7.58,7.58,7.5,7.5,7.5,7.5,10,10,10,7.58,0.12,Green
Arabica,Colombia,south huila,2012,7.5,7.58,7.42,7.67,7.5,7.58,10,10,10,7.5,0,Blue-Green
Arabica,Colombia,huila,2012,7.67,7.58,7.58,7.58,7.5,7.42,10,10,10,7.42,0.11,Green
Arabica,United States (Hawaii),kona,2012,7.25,7.75,7.5,7.83,7.67,7.67,9.33,10,10,7.75,0.12,Green
